Phenotype,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
Duration of light DIY,228,10,174,57,176,32,59,103,40,54,97,168,206,95,102,104,74,185,207,161,104,158,246,138,83,251,90,213,143,231,71,208,176,14,188,248,195,147,76,165,148,35,256,222,20,32,43,79,153,44,233,19,123
Arm fat percentage (right),233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Arm fat percentage (right),32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Arm fat mass (right),45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Arm fat mass (right),17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Arm fat-free mass (right),194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Arm fat-free mass (right),4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Arm predicted mass (right),208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Arm predicted mass (right),93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Arm fat percentage (left),82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Arm fat percentage (left),235,70,53,209,127,110,108,20,143,19,82,109,97,229,160,51,172,138,144,169,203,170,54,161,213,14,13,234,196,35,244,121,45,188,242,236,226,213,208,234,106,182,129,110,72,132,119,68,224,182,138,56
Arm fat mass (left),80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Arm fat mass (left),239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Arm fat-free mass (left),76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Arm fat-free mass (left),236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Arm predicted mass (left),215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Arm predicted mass (left),17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Trunk fat percentage,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Trunk fat percentage,125,119,178,95,156,126,6,224,167,0,84,160,101,220,4,179,31,108,188,61,127,58,254,136,170,15,205,33,59,179,47,107,123,211,2,73,215,101,56,69,231,157,26,130,44,164,98,157,75,124,175,179
Trunk fat mass,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Trunk fat mass,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Trunk fat-free mass,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Trunk fat-free mass,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Trunk predicted mass,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Trunk predicted mass,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Wheeze or whistling in the chest in last year,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Relative age of first facial hair,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Relative age voice broke,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Hair/balding pattern: Pattern 2,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Hair/balding pattern: Pattern 3,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Hair/balding pattern: Pattern 4,15,213,46,54,199,180,157,7,235,11,139,63,251,200,111,233,10,29,173,106,8,228,58,69,208,14,108,22,179,111,223,97,213,223,18,48,66,213,154,28,136,68,32,166,117,189,221,18,216,199,72,251
Number of children fathered,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Diabetes diagnosed by doctor,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Cancer diagnosed by doctor,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Fractured/broken bones in last 5 years,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Other serious medical condition/disability diagnosed by doctor,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Taking other prescription medications,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Reason for reducing amount of alcohol drunk: Health precaution,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Years since last cervical smear test,236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Age when periods started (menarche),194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Had menopause,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Birth weight of first child,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Age at first live birth,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Age at first live birth,76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Age at last live birth,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Age at last live birth,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Age started oral contraceptive pill,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Age started oral contraceptive pill,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Ever used hormone-replacement therapy (HRT),80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Bilateral oophorectomy (both ovaries removed),125,119,178,95,156,126,6,224,167,0,84,160,101,220,4,179,31,108,188,61,127,58,254,136,170,15,205,33,59,179,47,107,123,211,2,73,215,101,56,69,231,157,26,130,44,164,98,157,75,124,175,179
Had other major operations,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Number of cigarettes previously smoked daily,235,70,53,209,127,110,108,20,143,19,82,109,97,229,160,51,172,138,144,169,203,170,54,161,213,14,13,234,196,35,244,121,45,188,242,236,226,213,208,234,106,182,129,110,72,132,119,68,224,182,138,56
Started insulin within one year diagnosis of diabetes,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Creatinine (enzymatic) in urine,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Creatinine (enzymatic) in urine,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Potassium in urine,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Potassium in urine,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Sodium in urine,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Sodium in urine,15,213,46,54,199,180,157,7,235,11,139,63,251,200,111,233,10,29,173,106,8,228,58,69,208,14,108,22,179,111,223,97,213,223,18,48,66,213,154,28,136,68,32,166,117,189,221,18,216,199,72,251
Forced vital capacity (FVC),208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Forced vital capacity (FVC),233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Forced expiratory volume in 1-second (FEV1),82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Forced expiratory volume in 1-second (FEV1),15,213,46,54,199,180,157,7,235,11,139,63,251,200,111,233,10,29,173,106,8,228,58,69,208,14,108,22,179,111,223,97,213,223,18,48,66,213,154,28,136,68,32,166,117,189,221,18,216,199,72,251
Peak expiratory flow (PEF),194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Peak expiratory flow (PEF),17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Pace-maker,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Used an inhaler for chest within last hour,236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Hearing aid user,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Number of cigarettes currently smoked daily (current cigarette smokers),32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Time from waking to first cigarette,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Difficulty not smoking for 1 day,76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Mother's age at death,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Mother's age at death,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Frequency of other exercises in last 4 weeks,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Length of menstrual cycle,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Knee pain for 3+ months,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Headaches for 3+ months,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Number of incorrect matches in round,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Number of incorrect matches in round,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Underlying (primary) cause of death: ICD10: J84.1 Other interstitial pulmonary diseases with fibrosis,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Pulse rate,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Pulse rate,125,119,178,95,156,126,6,224,167,0,84,160,101,220,4,179,31,108,188,61,127,58,254,136,170,15,205,33,59,179,47,107,123,211,2,73,215,101,56,69,231,157,26,130,44,164,98,157,75,124,175,179
Pulse wave reflection index,235,70,53,209,127,110,108,20,143,19,82,109,97,229,160,51,172,138,144,169,203,170,54,161,213,14,13,234,196,35,244,121,45,188,242,236,226,213,208,234,106,182,129,110,72,132,119,68,224,182,138,56
Pulse wave reflection index,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Pulse wave peak to peak time,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Pulse wave peak to peak time,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Average monthly fortified wine intake,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Hand grip strength (left),45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Hand grip strength (left),190,187,25,87,227,225,180,1,237,0,157,160,172,188,163,142,130,167,189,141,27,6,2,34,38,213,151,37,20,44,175,171,135,236,113,177,10,20,28,114,228,181,162,165,103,175,188,34,151,112,235,162
Ever highly irritable/argumentative for 2 days,236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Hand grip strength (right),93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Hand grip strength (right),239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Waist circumference,76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Waist circumference,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Hip circumference,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Hip circumference,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Standing height,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Standing height,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Average weekly intake of other alcoholic drinks,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Which eye(s) affected by astigmatism: Right eye,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Maximum heart rate during fitness test,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Maximum heart rate during fitness test,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Qualifications: College or University degree,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Qualifications: None of the above,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Qualifications: A levels/AS levels or equivalent,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Qualifications: O levels/GCSEs or equivalent,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Qualifications: CSEs or equivalent,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Qualifications: NVQ or HND or HNC or equivalent,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Current employment status: Unable to work because of sickness or disability,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Transport type for commuting to job workplace: Car/motor vehicle,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia'),239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Eye problems/disorders: Diabetes related eye disease,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Eye problems/disorders: None of the above,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Eye problems/disorders: Glaucoma,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
